text,label
"I am showing signs of chills, vomiting, fatigue, weight loss, cough, high fever, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, and blood in sputum.",Tuberculosis
"I feel like I have vomiting, fatigue, weight loss, cough, high fever, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, and blood in sputum.",Tuberculosis
"I am suffering from chills, fatigue, weight loss, cough, high fever, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, and blood in sputum.",Tuberculosis
"I have been experiencing chills, vomiting, weight loss, cough, high fever, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, and blood in sputum.",Tuberculosis
"My symptoms include chills, vomiting, fatigue, cough, high fever, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, and blood in sputum.",Tuberculosis
"Recently I got chills, vomiting, fatigue, weight loss, high fever, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, and blood in sputum.",Tuberculosis
"I am showing signs of chills, vomiting, fatigue, weight loss, cough, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, and blood in sputum.",Tuberculosis
"I feel like I have chills, vomiting, fatigue, weight loss, cough, high fever, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, and blood in sputum.",Tuberculosis
"I am suffering from chills, vomiting, fatigue, weight loss, cough, high fever, breathlessness, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, and blood in sputum.",Tuberculosis
"I have been experiencing continuous sneezing, chills, fatigue, cough, high fever, headache, swelled lymph nodes, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, and muscle pain.",Common Cold
"My symptoms include continuous sneezing, chills, fatigue, cough, high fever, headache, swelled lymph nodes, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, and muscle pain.",Common Cold
"Recently I got chills, fatigue, cough, high fever, headache, swelled lymph nodes, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, and muscle pain.",Common Cold
"I am showing signs of continuous sneezing, fatigue, cough, high fever, headache, swelled lymph nodes, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, and muscle pain.",Common Cold
"I feel like I have continuous sneezing, chills, cough, high fever, headache, swelled lymph nodes, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, and muscle pain.",Common Cold
"I am suffering from continuous sneezing, chills, fatigue, high fever, headache, swelled lymph nodes, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, and muscle pain.",Common Cold
"I have been experiencing continuous sneezing, chills, fatigue, cough, headache, swelled lymph nodes, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, and muscle pain.",Common Cold
"My symptoms include continuous sneezing, chills, fatigue, cough, high fever, swelled lymph nodes, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, and muscle pain.",Common Cold
"Recently I got continuous sneezing, chills, fatigue, cough, high fever, headache, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, and muscle pain.",Common Cold
"I am showing signs of continuous sneezing, chills, fatigue, cough, high fever, headache, swelled lymph nodes, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, and muscle pain.",Common Cold
"I feel like I have chills, fatigue, cough, high fever, breathlessness, sweating, malaise, chest pain, fast heart rate, and rusty sputum.",Pneumonia
"I am suffering from chills, fatigue, cough, high fever, breathlessness, sweating, malaise, phlegm, chest pain, fast heart rate, and rusty sputum.",Pneumonia
"I have been experiencing chills, fatigue, cough, high fever, breathlessness, sweating, malaise, phlegm, chest pain, fast heart rate, and rusty sputum.",Pneumonia
"My symptoms include fatigue, cough, high fever, breathlessness, sweating, malaise, phlegm, chest pain, fast heart rate, and rusty sputum.",Pneumonia
"Recently I got chills, cough, high fever, breathlessness, sweating, malaise, phlegm, chest pain, fast heart rate, and rusty sputum.",Pneumonia
"I am showing signs of chills, fatigue, high fever, breathlessness, sweating, malaise, phlegm, chest pain, fast heart rate, and rusty sputum.",Pneumonia
"I feel like I have chills, fatigue, cough, breathlessness, sweating, malaise, phlegm, chest pain, fast heart rate, and rusty sputum.",Pneumonia
"I am suffering from chills, fatigue, cough, high fever, sweating, malaise, phlegm, chest pain, fast heart rate, and rusty sputum.",Pneumonia
"I have been experiencing chills, fatigue, cough, high fever, breathlessness, malaise, phlegm, chest pain, fast heart rate, and rusty sputum.",Pneumonia
"My symptoms include chills, fatigue, cough, high fever, breathlessness, sweating, phlegm, chest pain, fast heart rate, and rusty sputum.",Pneumonia
"Recently I got constipation, pain during bowel movements, pain in anal region, bloody stool, and irritation in anus.",Dimorphic hemmorhoids(piles)
"I am showing signs of constipation, pain during bowel movements, pain in anal region, bloody stool, and irritation in anus.",Dimorphic hemmorhoids(piles)
"I feel like I have constipation, pain during bowel movements, pain in anal region, bloody stool, and irritation in anus.",Dimorphic hemmorhoids(piles)
"I am suffering from pain during bowel movements, pain in anal region, bloody stool, and irritation in anus.",Dimorphic hemmorhoids(piles)
"I have been experiencing constipation, pain in anal region, bloody stool, and irritation in anus.",Dimorphic hemmorhoids(piles)
"My symptoms include constipation, pain during bowel movements, bloody stool, and irritation in anus.",Dimorphic hemmorhoids(piles)
"Recently I got constipation, pain during bowel movements, pain in anal region, and irritation in anus.",Dimorphic hemmorhoids(piles)
"I am showing signs of constipation, pain during bowel movements, pain in anal region, and bloody stool.",Dimorphic hemmorhoids(piles)
"I feel like I have constipation, pain during bowel movements, pain in anal region, bloody stool, and irritation in anus.",Dimorphic hemmorhoids(piles)
"I am suffering from constipation, pain during bowel movements, pain in anal region, bloody stool, and irritation in anus.",Dimorphic hemmorhoids(piles)
"I have been experiencing vomiting, breathlessness, sweating, and chest pain.",Heart attack
"My symptoms include vomiting, breathlessness, sweating, and chest pain.",Heart attack
"Recently I got breathlessness, sweating, and chest pain.",Heart attack
"I am showing signs of vomiting, sweating, and chest pain.",Heart attack
"I feel like I have vomiting, breathlessness, and chest pain.",Heart attack
"I am suffering from vomiting, breathlessness, and sweating.",Heart attack
"I have been experiencing vomiting, breathlessness, sweating, and chest pain.",Heart attack
"My symptoms include breathlessness, sweating, and chest pain.",Heart attack
"Recently I got vomiting, sweating, and chest pain.",Heart attack
"I am showing signs of vomiting, breathlessness, and chest pain.",Heart attack
"I feel like I have fatigue, cramps, bruising, obesity, swollen legs, swollen blood vessels, and prominent veins on calf.",Varicose veins
"I am suffering from fatigue, cramps, bruising, obesity, swollen legs, swollen blood vessels, and prominent veins on calf.",Varicose veins
"I have been experiencing cramps, bruising, obesity, swollen legs, swollen blood vessels, and prominent veins on calf.",Varicose veins
"My symptoms include fatigue, bruising, obesity, swollen legs, swollen blood vessels, and prominent veins on calf.",Varicose veins
"Recently I got fatigue, cramps, obesity, swollen legs, swollen blood vessels, and prominent veins on calf.",Varicose veins
"I am showing signs of fatigue, cramps, bruising, swollen legs, swollen blood vessels, and prominent veins on calf.",Varicose veins
"I feel like I have fatigue, cramps, bruising, obesity, swollen blood vessels, and prominent veins on calf.",Varicose veins
"I am suffering from fatigue, cramps, bruising, obesity, swollen legs, and prominent veins on calf.",Varicose veins
"I have been experiencing fatigue, cramps, bruising, obesity, swollen legs, and swollen blood vessels.",Varicose veins
"My symptoms include fatigue, cramps, bruising, obesity, swollen legs, and prominent veins on calf.",Varicose veins
"Recently I got fatigue, weight gain, cold hands and feets, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, and abnormal menstruation.",Hypothyroidism
"I am showing signs of fatigue, weight gain, cold hands and feets, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, and abnormal menstruation.",Hypothyroidism
"I feel like I have weight gain, cold hands and feets, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, and abnormal menstruation.",Hypothyroidism
"I am suffering from weight gain, cold hands and feets, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, and abnormal menstruation.",Hypothyroidism
"I have been experiencing fatigue, cold hands and feets, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, and abnormal menstruation.",Hypothyroidism
"My symptoms include fatigue, weight gain, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, and abnormal menstruation.",Hypothyroidism
"Recently I got fatigue, weight gain, cold hands and feets, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, and abnormal menstruation.",Hypothyroidism
"I am showing signs of fatigue, weight gain, cold hands and feets, mood swings, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, and abnormal menstruation.",Hypothyroidism
